Bryophyta;Eukaryota;Imperia;Fungi;Gymnospermae;Pteridophyta;Angiospermae
;;;;;;Praravinia
;;;;;;Prasanthea
;;;;;;Prasanthus
;;;;;;Prasium
;;;;;;Prasophyllum
;;;;;;Praxeliopsis
;;;;;;Praxelis
;;;;;;Preissia
;;;;;;Premna
;;;;;;Prenanthella
;;;;;;Prenanthes
;;;;;;Prenia
;;;;;;Preonanthus
;;;;;;Prepodesma
;;;;;;Prepusa
;;;;;;Prescottia
;;;;;;Preslaea
;;;;;;Preslia
;;;;;;Presliophytum
;;;;;;Prestelia
;;;;;;Prestinaria
;;;;;;Prestoea
;;;;;;Prestonia
;;;;;;Pretrea
;;;;;;Pretreothamnus
;;;;;;Preussiella
;;;;;;Preussiodora
;;;;;;Prevostea
;;;;;;Priestleya
;;;;;;Primula
;;;;;;Primulidium
;;;;;;Primulina
;;;;;;Principina
;;;;;;Pringlea
;;;;;;Pringleella
;;;;;;Pringleochloa
;;;;;;Prinos
;;;;;;Prinsepia
;;;;;;Printzia
;;;;;;Priogymnanthus
;;;;;;Prionanthium
;;;;;;Prionidium
;;;;;;Prionium
;;;;;;Prionocolea
;;;;;;Prionodon
;;;;;;Prionolejeunea
;;;;;;Prionolobus
;;;;;;Prionopteris
;;;;;;Prionosciadium
;;;;;;Prionostemma
;;;;;;Prionotes
;;;;;;Prioria
;;;;;;Priotropis
;;;;;;Prisciana
;;;;;;Prismatocarpus
;;;;;;Prismatomeris
;;;;;;Pristiglottis
;;;;;;Pristimera
;;;;;;Pritchardia
;;;;;;Pritzelago
;;;;;;Priva
;;;;;;Probatea
;;;;;;Proboscella
;;;;;;Proboscidea
;;;;;;Prochnyanthes
;;;;;;Prockia
;;;;;;Prockiopsis
;;;;;;Procopiania
;;;;;;Procris
;;;;;;Proferea
;;;;;;Proiphys
;;;;;;Prolobus
;;;;;;Prolongoa
;;;;;;Promenaea
;;;;;;Prometheum
;;;;;;Promicrantha
;;;;;;Pronacron
;;;;;;Pronaya
;;;;;;Pronephrium
;;;;;;Prosaptia
;;;;;;Prosartes
;;;;;;Proselias
;;;;;;Proserpinaca
;;;;;;Proskauera
;;;;;;Prosopanche
;;;;;;Prosopidastrum
;;;;;;Prosopis
;;;;;;Prospero
;;;;;;Prosphytochloa
;;;;;;Prostanthera
;;;;;;Prostea
;;;;;;Prosthechea
;;;;;;Protarum
;;;;;;Protasparagus
;;;;;;Protea
;;;;;;Proteopsis
;;;;;;Protium
;;;;;;Protolophozia
;;;;;;Protomarsupella
;;;;;;Protomegabaria
;;;;;;Protorhus
;;;;;;Protoschwenkia
;;;;;;Protosyzygiella
;;;;;;Prototulbaghia
;;;;;;Proustia
;;;;;;Provencheria
;;;;;;Prumnopitys
;;;;;;Prunella
;;;;;;Prunopsis
;;;;;;Prunus
;;;;;;Przewalskia
;;;;;;Psacadocalymma
;;;;;;Psacadopaepale
;;;;;;Psacaliopsis
;;;;;;Psacalium
;;;;;;Psamma
;;;;;;Psammagrostis
;;;;;;Psammetes
;;;;;;Psammiosorus
;;;;;;Psammisia
;;;;;;Psammochloa
;;;;;;Psammogeton
;;;;;;Psammogonum
;;;;;;Psammomoya
;;;;;;Psammophiliella
;;;;;;Psammophora
;;;;;;Psammoseris
;;;;;;Psammosilene
;;;;;;Psammotropha
;;;;;;Psanacetum
;;;;;;Psathura
;;;;;;Psathyrostachys
;;;;;;Psathyrotes
;;;;;;Psathyrotopsis
;;;;;;Psectra
;;;;;;Psedera
;;;;;;Psednotrichia
;;;;;;Pselium
;;;;;;Psephellus
;;;;;;Pseudabutilon
;;;;;;Pseudacacia
;;;;;;Pseudacanthopale
;;;;;;Pseudadenia
;;;;;;Pseudaegle
;;;;;;Pseudagrostistachys
;;;;;;Pseudaidia
;;;;;;Pseudaleia
;;;;;;Pseudanamomis
;;;;;;Pseudanastatica
;;;;;;Pseudannona
;;;;;;Pseudanthistiria
;;;;;;Pseudanthus
;;;;;;Pseudartabotrys
;;;;;;Pseudarthria
;;;;;;Pseudathyrium
;;;;;;Pseudatrichum
;;;;;;Pseudechinolaena
;;;;;;Pseudehretia
;;;;;;Pseudelephantopus
;;;;;;Pseudellipanthus
;;;;;;Pseudeminia
;;;;;;Pseudephedranthus
;;;;;;Pseudephemerum
;;;;;;Pseuderanthemum
;;;;;;Pseuderia
;;;;;;Pseuderucaria
;;;;;;Pseudeugenia
;;;;;;Pseudibatia
;;;;;;Pseudima
;;;;;;Pseudinium
;;;;;;Pseudiosma
;;;;;;Pseudipomoea
;;;;;;Pseudiris
;;;;;;Pseudisothecium
;;;;;;Pseuditea
;;;;;;Pseuditella
;;;;;;Pseudo-acacia
;;;;;;Pseudoacanthocereus
;;;;;;Pseudoamblystegium
;;;;;;Pseudoarabidopsis
;;;;;;Pseudobaccharis
;;;;;;Pseudobaeckea
;;;;;;Pseudobahia
;;;;;;Pseudobarbella
;;;;;;Pseudobarleria
;;;;;;Pseudobartsia
;;;;;;Pseudoberlinia
;;;;;;Pseudobersama
;;;;;;Pseudobetckea
;;;;;;Pseudoblepharis
;;;;;;Pseudoblepharispermum
;;;;;;Pseudobombax
;;;;;;Pseudobotrys
;;;;;;Pseudobrasilium
;;;;;;Pseudobraunia
;;;;;;Pseudobrickellia
;;;;;;Pseudobromus
;;;;;;Pseudobryum
;;;;;;Pseudocalliergon
;;;;;;Pseudocalyx
;;;;;;Pseudocamelina
;;;;;;Pseudocampylium
;;;;;;Pseudocannaboides
;;;;;;Pseudocapsicum
;;;;;;Pseudocarpidium
;;;;;;Pseudocarum
;;;;;;Pseudocaryophyllus
;;;;;;Pseudocaryopteris
;;;;;;Pseudocedrela
;;;;;;Pseudocentema
;;;;;;Pseudocentrum
;;;;;;Pseudocephalozia
;;;;;;Pseudocephaloziella
;;;;;;Pseudocerastium
;;;;;;Pseudochaetochloa
;;;;;;Pseudochamaesphacos
;;;;;;Pseudochirita
;;;;;;Pseudochorisodontium
;;;;;;Pseudoclappia
;;;;;;Pseudoclausena
;;;;;;Pseudoclausia
;;;;;;Pseudocolysis
;;;;;;Pseudoconnarus
;;;;;;Pseudocorchorus
;;;;;;Pseudocrossidium
;;;;;;Pseudocryphaea
;;;;;;Pseudocryptocarya
;;;;;;Pseudocyclanthera
;;;;;;Pseudocyclosorus
;;;;;;Pseudocymopterus
;;;;;;Pseudocynometra
;;;;;;Pseudocystopteris
;;;;;;Pseudodacryodes
;;;;;;Pseudodanthonia
;;;;;;Pseudodesmos
;;;;;;Pseudodichanthium
;;;;;;Pseudodicliptera
;;;;;;Pseudodigera
;;;;;;Pseudodimerodontium
;;;;;;Pseudodiphasium
;;;;;;Pseudodiplospora
;;;;;;Pseudodissochaeta
;;;;;;Pseudodistichium
;;;;;;Pseudoditrichum
;;;;;;Pseudodracontium
;;;;;;Pseudodrynaria
;;;;;;Pseudoentada
;;;;;;Pseudoeriosema
;;;;;;Pseudoernestia
;;;;;;Pseudofortuynia
;;;;;;Pseudofumaria
;;;;;;Pseudogaltonia
;;;;;;Pseudogaltonia
;;;;;;Pseudoglossanthis
;;;;;;Pseudognaphalium
;;;;;;Pseudogonocalyx
;;;;;;Pseudogoodyera
;;;;;;Pseudogynoxys
;;;;;;Pseudohamelia
;;;;;;Pseudohandelia
;;;;;;Pseudohydrosme
;;;;;;Pseudohygrohypnum
;;;;;;Pseudohyophila
;;;;;;Pseudohypnella
;;;;;;Pseudojacobaea
;;;;;;Pseudokyrsteniopsis
;;;;;;Pseudolachnostylis
;;;;;;Pseudolaelia
;;;;;;Pseudolarix
;;;;;;Pseudolepicolea
;;;;;;Pseudoleskea
;;;;;;Pseudoleskeella
;;;;;;Pseudoleskeopsis
;;;;;;Pseudoligandra
;;;;;;Pseudolinosyris
;;;;;;Pseudoliparis
;;;;;;Pseudolithos
;;;;;;Pseudolmedia
;;;;;;Pseudolobelia
;;;;;;Pseudolobivia
;;;;;;Pseudolopezia
;;;;;;Pseudolophocolea
;;;;;;Pseudolophozia
;;;;;;Pseudolotus
;;;;;;Pseudolycopodiella
;;;;;;Pseudolycopodium
;;;;;;Pseudolysimachion
;;;;;;Pseudomacrolobium
;;;;;;Pseudomalachra
;;;;;;Pseudomalmea
;;;;;;Pseudomammillaria
;;;;;;Pseudomantalania
;;;;;;Pseudomarrubium
;;;;;;Pseudomarsupidium
;;;;;;Pseudomecodium
;;;;;;Pseudomertensia
;;;;;;Pseudomiltemia
;;;;;;Pseudomitrocereus
;;;;;;Pseudomonotes
;;;;;;Pseudomorus
;;;;;;Pseudomuscari
;;;;;;Pseudomussaenda
;;;;;;Pseudomyrcianthes
;;;;;;Pseudonemacladus
;;;;;;Pseudonephelium
;;;;;;Pseudonesohedyotis
;;;;;;Pseudoneura
;;;;;;Pseudonoseris
;;;;;;Pseudopachystela
;;;;;;Pseudopanax
;;;;;;Pseudopancovia
;;;;;;Pseudoparis
;;;;;;Pseudopectinaria
;;;;;;Pseudopentameris
;;;;;;Pseudophegopteris
;;;;;;Pseudophoenix
;;;;;;Pseudophyllanthus
;;;;;;Pseudopilocereus
;;;;;;Pseudopiloecium
;;;;;;Pseudopilotrichum
;;;;;;Pseudopimpinella
;;;;;;Pseudopinanga
;;;;;;Pseudopiptadenia
;;;;;;Pseudopiptocarpha
;;;;;;Pseudopipturus
;;;;;;Pseudoplantago
;;;;;;Pseudopleuropus
;;;;;;Pseudopohlia
;;;;;;Pseudoprosopis
;;;;;;Pseudoprospero
;;;;;;Pseudopteris
;;;;;;Pseudopterobryum
;;;;;;Pseudopteryxia
;;;;;;Pseudopyxis
;;;;;;Pseudoracelopus
;;;;;;Pseudoraphis
;;;;;;Pseudorchis
;;;;;;Pseudoreoxis
;;;;;;Pseudorhipsalis
;;;;;;Pseudorhiza
;;;;;;Pseudorhynchostegiella
;;;;;;Pseudoridolfia
;;;;;;Pseudorlaya
;;;;;;Pseudoroegneria
;;;;;;Pseudorontium
;;;;;;Pseudorosularia
;;;;;;Pseudoruellia
;;;;;;Pseudosalacia
;;;;;;Pseudosamanea
;;;;;;Pseudosaponaria
;;;;;;Pseudosarcolobus
;;;;;;Pseudosarcopera
;;;;;;Pseudosasa
;;;;;;Pseudosbeckia
;;;;;;Pseudoscabiosa
;;;;;;Pseudoschoenus
;;;;;;Pseudosclerochloa
;;;;;;Pseudoscleropodium
;;;;;;Pseudoscolopia
;;;;;;Pseudosedum
;;;;;;Pseudoselago
;;;;;;Pseudoselinum
;;;;;;Pseudosempervivum
;;;;;;Pseudosenefeldera
;;;;;;Pseudosericocoma
;;;;;;Pseudosicydium
;;;;;;Pseudosindora
;;;;;;Pseudosmelia
;;;;;;Pseudosmodingium
;;;;;;Pseudosolisia
;;;;;;Pseudosopubia
;;;;;;Pseudosorghum
;;;;;;Pseudospiridentopsis
;;;;;;Pseudospondias
;;;;;;Pseudostachyum
;;;;;;Pseudostelis
;;;;;;Pseudostellaria
;;;;;;Pseudostenosiphonium
;;;;;;Pseudostifftia
;;;;;;Pseudostreblus
;;;;;;Pseudostriga
;;;;;;Pseudosymblepharis
;;;;;;Pseudotaenidia
;;;;;;Pseudotaxiphyllum
;;;;;;Pseudotaxus
;;;;;;Pseudotectaria
;;;;;;Pseudotephrocactus
;;;;;;Pseudotimmiella
;;;;;;Pseudotrachydium
;;;;;;Pseudotrachypus
;;;;;;Pseudotrillium
;;;;;;Pseudotrimezia
;;;;;;Pseudotrismegistia
;;;;;;Pseudotritomaria
;;;;;;Pseudotrophis
;;;;;;Pseudotsuga
;;;;;;Pseudovanilla
;;;;;;Pseudovesicaria
;;;;;;Pseudovigna
;;;;;;Pseudoweinmannia
;;;;;;Pseudowintera
;;;;;;Pseudoxandra
;;;;;;Pseudoxytenanthera
;;;;;;Pseudoyoungia
;;;;;;Pseudozoysia
;;;;;;Pseuduvaria
;;;;;;Pseusmagennetus
;;;;;;Pseva
;;;;;;Psiadia
;;;;;;Psiadiella
;;;;;;Psidium
;;;;;;Psiguria
;;;;;;Psila
;;;;;;Psilactis
;;;;;;Psilanthele
;;;;;;Psilanthus
;;;;;;Psilobium
;;;;;;Psilocarphus
;;;;;;Psilocarya
;;;;;;Psilocaulon
;;;;;;Psilochilus
;;;;;;Psiloclada
;;;;;;Psilodigera
;;;;;;Psilodochea
;;;;;;Psiloesthes
;;;;;;Psilogramme
;;;;;;Psilolaemus
;;;;;;Psilolemma
;;;;;;Psilolepus
;;;;;;Psilopeganum
;;;;;;Psilopilum
;;;;;;Psilorhegma
;;;;;;Psilostachys
;;;;;;Psilostrophe
;;;;;;Psilotrichopsis
;;;;;;Psilotrichum
;;;;;;Psilotum
;;;;;;Psiloxylon
;;;;;;Psilurus
;;;;;;Psittacanthus
;;;;;;Psomiocarpa
;;;;;;Psophocarpus
;;;;;;Psora
;;;;;;Psoralea
;;;;;;Psoralidium
;;;;;;Psorospermum
;;;;;;Psorothamnus
;;;;;;Psychanthus
;;;;;;Psychilis
;;;;;;Psychine
;;;;;;Psycholobium
;;;;;;Psychopsis
;;;;;;Psychopterys
;;;;;;Psychotria
;;;;;;Psychridium
;;;;;;Psychrogeton
;;;;;;Psychrophila
;;;;;;Psydrax
;;;;;;Psygmium
;;;;;;Psylliostachys
;;;;;;Psyllium
;;;;;;Psyllocarpus
;;;;;;Ptaeroxylon
;;;;;;Ptarmica
;;;;;;Ptelea
;;;;;;Pteleocarpa
;;;;;;Pteleopsis
;;;;;;Ptelidium
;;;;;;Pteracanthus
;;;;;;Pterachaenia
;;;;;;Pteralyxia
;;;;;;Pterandra
;;;;;;Pteranthera
;;;;;;Pteranthus
;;;;;;Pteraton
;;;;;;Pteretis
;;;;;;Pterichis
;;;;;;Pteridella
;;;;;;Pteridium
;;;;;;Pteridoblechnum
;;;;;;Pteridocalyx
;;;;;;Pteridophyllum
;;;;;;Pteridrys
;;;;;;Pterigeron
;;;;;;Pteriglyphis
;;;;;;Pterigynandrum
;;;;;;Pterilema
;;;;;;Pterinodes
;;;;;;Pteris
;;;;;;Pterisanthes
;;;;;;Pternandra
;;;;;;Pternix
;;;;;;Pternopetalum
;;;;;;Pterobryella
;;;;;;Pterobryidium
;;;;;;Pterobryon
;;;;;;Pterobryopsis
;;;;;;Pterocactus
;;;;;;Pterocarpos
;;;;;;Pterocarpus
;;;;;;Pterocarya
;;;;;;Pterocaulon
;;;;;;Pterocelastrus
;;;;;;Pteroceltis
;;;;;;Pterocephalidium
;;;;;;Pterocephalodes
;;;;;;Pterocephalus
;;;;;;Pteroceras
;;;;;;Pterocereus
;;;;;;Pterochaeta
;;;;;;Pterochlamys
;;;;;;Pterocladis
;;;;;;Pterococcus
;;;;;;Pterocymbium
;;;;;;Pterocypsela
;;;;;;Pterodiscus
;;;;;;Pterodon
;;;;;;Pterogaillonia
;;;;;;Pterogastra
;;;;;;Pteroglossa
;;;;;;Pteroglossaspis
;;;;;;Pterogoniadelphus
;;;;;;Pterogonidium
;;;;;;Pterogoniella
;;;;;;Pterogoniopsis
;;;;;;Pterogonium
;;;;;;Pterogyne
;;;;;;Pterolepis
;;;;;;Pterolobium
;;;;;;Pteroloma
;;;;;;Pterolophus
;;;;;;Pteromanes
;;;;;;Pteromonnina
;;;;;;Pteronema
;;;;;;Pteroneurum
;;;;;;Pteronevron
;;;;;;Pteronia
;;;;;;Pteropepon
;;;;;;Pteropetalum
;;;;;;Pterophorus
;;;;;;Pterophylla
;;;;;;Pterophyton
;;;;;;Pteropogon
;;;;;;Pteropsiella
;;;;;;Pteropsis
;;;;;;Pteroptychia
;;;;;;Pteropyrum
;;;;;;Pterorhachis
;;;;;;Pteroselinum
;;;;;;Pterosenecio
;;;;;;Pterosiphon
;;;;;;Pterospartum
;;;;;;Pterospermum
;;;;;;Pterospora
;;;;;;Pterosporopsis
;;;;;;Pterostegia
;;;;;;Pterostemma
;;;;;;Pterostemon
;;;;;;Pterostephanus
;;;;;;Pterostylis
;;;;;;Pterostyrax
;;;;;;Pterota
;;;;;;Pterotheca
;;;;;;Pterothrix
;;;;;;Pteroxygonum
;;;;;;Pterozonium
;;;;;;Pterygiella
;;;;;;Pterygocalyx
;;;;;;Pterygodium
;;;;;;Pterygoneurum
;;;;;;Pterygopappus
;;;;;;Pterygophyllum
;;;;;;Pterygopleurum
;;;;;;Pterygostemon
;;;;;;Pterygota
;;;;;;Pteryxia
;;;;;;Ptilagrostis
;;;;;;Ptilepida
;;;;;;Ptileris
;;;;;;Ptilidium
;;;;;;Ptilimnium
;;;;;;Ptilium
;;;;;;Ptilochaeta
;;;;;;Ptilomeris
;;;;;;Ptilonella
;;;;;;Ptilophyllum
;;;;;;Ptilopteris
;;;;;;Ptiloria
;;;;;;Ptilosia
;;;;;;Ptilostemon
;;;;;;Ptilostephium
;;;;;;Ptilothrix
;;;;;;Ptilotrichum
;;;;;;Ptilotus
;;;;;;Ptisana
;;;;;;Ptosimopappus
;;;;;;Ptycanthera
;;;;;;Ptychandra
;;;;;;Ptychanthus
;;;;;;Ptychococcus
;;;;;;Ptychocoleus
;;;;;;Ptychodium
;;;;;;Ptychodon
;;;;;;Ptycholejeunea
;;;;;;Ptycholobium
;;;;;;Ptychomitriopsis
;;;;;;Ptychomitrium
;;;;;;Ptychomniella
;;;;;;Ptychomnion
;;;;;;Ptychopetalum
;;;;;;Ptychophyllum
;;;;;;Ptychopyxis
;;;;;;Ptychorhaphis
;;;;;;Ptychosema
;;;;;;Ptychosperma
;;;;;;Ptychostomum
;;;;;;Ptychotis
;;;;;;Ptyssiglottis
;;;;;;Ptyxostoma
;;;;;;Pubistylus
;;;;;;Puccinellia
;;;;;;Puccionia
;;;;;;Puebloa
;;;;;;Puelia
;;;;;;Pueraria
;;;;;;Pugionium
;;;;;;Pugiopappus
;;;;;;Puiggaria
;;;;;;Puiggariella
;;;;;;Puiggariopsis
;;;;;;Pukanthus
;;;;;;Pulchranthus
;;;;;;Pulchrinodus
;;;;;;Pulicaria
;;;;;;Pullea
;;;;;;Pulmonaria
;;;;;;Pulsatilla
;;;;;;Pultenaea
;;;;;;Pulvinaria
;;;;;;Puna
;;;;;;Punctillaria
;;;;;;Punduana
;;;;;;Pungentella
;;;;;;Punica
;;;;;;Punjuba
;;;;;;Punotia
;;;;;;Pupalia
;;;;;;Pupilla
;;;;;;Purdiaea
;;;;;;Purdieanthus
;;;;;;Purgobulea
;;;;;;Purgosea
;;;;;;Purpurella
;;;;;;Purpureostemon
;;;;;;Pursellia
;;;;;;Purshia
;;;;;;Pusaetha
;;;;;;Puschkinia
;;;;;;Pusillanthus
;;;;;;Putranjiva
;;;;;;Putterlickia
;;;;;;Puya
;;;;;;Pychnanthemum
;;;;;;Pycnandra
;;;;;;Pycnantha
;;;;;;Pycnanthemum
;;;;;;Pycnanthes
;;;;;;Pycnanthus
;;;;;;Pycnarrhena
;;;;;;Pycnobotrya
;;;;;;Pycnobregma
;;;;;;Pycnocoma
;;;;;;Pycnocomon
;;;;;;Pycnocomus
;;;;;;Pycnocycla
;;;;;;Pycnodoria
;;;;;;Pycnolejeunea
;;;;;;Pycnoloma
;;;;;;Pycnonia
;;;;;;Pycnophyllopsis
;;;;;;Pycnophyllum
;;;;;;Pycnoplinthopsis
;;;;;;Pycnoplinthus
;;;;;;Pycnorhachis
;;;;;;Pycnosorus
;;;;;;Pycnospatha
;;;;;;Pycnosphaera
;;;;;;Pycnospora
;;;;;;Pycnostachys
;;;;;;Pycnostelma
;;;;;;Pycnostylis
;;;;;;Pycreus
;;;;;;Pygeum
;;;;;;Pygmaeocereus
;;;;;;Pygmaeorchis
;;;;;;Pygmaeothamnus
;;;;;;Pylaisaea
;;;;;;Pylaisia
;;;;;;Pylaisiadelpha
;;;;;;Pylaisiella
;;;;;;Pylaisiobryum
;;;;;;Pylaisiopsis
;;;;;;Pyracantha
;;;;;;Pyragra
;;;;;;Pyramia
;;;;;;Pyramidanthe
;;;;;;Pyramidium
;;;;;;Pyramidocarpus
;;;;;;Pyramidoptera
;;;;;;Pyramidostylium
;;;;;;Pyramidula
;;;;;;Pyramitrium
;;;;;;Pyranthus
;;;;;;Pyrenacantha
;;;;;;Pyrenaria
;;;;;;Pyrenia
;;;;;;Pyrethraria
;;;;;;Pyrethropsis
;;;;;;Pyrethrum
;;;;;;Pyro-cydonia
;;;;;;Pyrola
;;;;;;Pyrolirion
;;;;;;Pyromitrium
;;;;;;Pyropsis
;;;;;;Pyrorchis
;;;;;;Pyrospermum
;;;;;;Pyrostegia
;;;;;;Pyrostria
;;;;;;Pyrrhanthera
;;;;;;Pyrrhobryum
;;;;;;Pyrrhocactus
;;;;;;Pyrrhopappus
;;;;;;Pyrrhotrichia
;;;;;;Pyrrocoma
;;;;;;Pyrrorhiza
;;;;;;Pyrrosia
;;;;;;Pyrrothrix
;;;;;;Pyrsonota
;;;;;;Pyrularia
;;;;;;Pyrus
;;;;;;Pytinicarpa
;;;;;;Pyxidanthera
;;;;;;Pyxidanthus
;;;;;;Pyxidaria
;;;;;;Pyxidium
;;;;;;Qaisera
;;;;;;Qiongzhuea
;;;;;;Quadrella
;;;;;;Quadripterygium
;;;;;;Quaesticula
;;;;;;Qualea
;;;;;;Quamoclidion
;;;;;;Quamoclit
;;;;;;Quamoclita
;;;;;;Quapoya
;;;;;;Quaqua
;;;;;;Quararibea
;;;;;;Quartinia
;;;;;;Quassia
;;;;;;Quaternella
;;;;;;Quechualia
;;;;;;Queenslandiella
;;;;;;Quekettia
;;;;;;Quelchia
;;;;;;Queltia
;;;;;;Quercus
;;;;;;Queria
;;;;;;Quesnelia
;;;;;;Quetzalia
;;;;;;Quezeliantha
;;;;;;Quiabentia
;;;;;;Quidproquo
;;;;;;Quiina
;;;;;;Quillaja
;;;;;;Quinchamalium
;;;;;;Quincula
;;;;;;Quinetia
;;;;;;Quinio
;;;;;;Quinquelobus
;;;;;;Quinqueremulus
;;;;;;Quinquina
;;;;;;Quintilia
;;;;;;Quintinia
;;;;;;Quiotania
;;;;;;Quirosia
;;;;;;Quisqualis
;;;;;;Quisqueya
;;;;;;Quisumbingia
;;;;;;Quivisia
;;;;;;Quivisianthe
;;;;;;Rabdosia
;;;;;;Rabdosiella
;;;;;;Rabelaisia
;;;;;;Rabiea
;;;;;;Racapa
;;;;;;Racelopodopsis
;;;;;;Racelopus
;;;;;;Racemobambos
;;;;;;Rachelia
;;;;;;Rachicallis
;;;;;;Racinaea
;;;;;;Raclathris
;;;;;;Racomitrium
;;;;;;Racopilum
;;;;;;Racosperma
;;;;;;Radackia
;;;;;;Radamaea
;;;;;;Radcliffea
;;;;;;Raddia
;;;;;;Raddiella
;;;;;;Raddisia
;;;;;;Radermachera
;;;;;;Radermachia
;;;;;;Radiana
;;;;;;Radicula
;;;;;;Radinosiphon
;;;;;;Radiogrammitis
;;;;;;Radiola
;;;;;;Radiovittaria
;;;;;;Radiusia
;;;;;;Radlkofera
;;;;;;Radlkoferotoma
;;;;;;Radojitskya
;;;;;;Radula
;;;;;;Radulina
;;;;;;Radyera
;;;;;;Raffenaldia
;;;;;;Rafflesia
;;;;;;Rafinesquia
;;;;;;Rafnia
;;;;;;Ragiopteris
;;;;;;Rahowardiana
;;;;;;Raillardella
;;;;;;Raillardia
;;;;;;Railliardia
;;;;;;Raimannia
;;;;;;Raimondia
;;;;;;Raineria
;;;;;;Rainiera
;;;;;;Rajania
;;;;;;Rameya
;;;;;;Ramirezella
;;;;;;Ramirezia
;;;;;;Ramischia
;;;;;;Ramisia
;;;;;;Ramium
;;;;;;Ramonda
;;;;;;Ramondia
;;;;;;Ramorinoa
;;;;;;Ramosmania
;;;;;;Ramotha
;;;;;;Rampinia
;;;;;;Ramusia
;;;;;;Ranalisma
;;;;;;Ranapalus
;;;;;;Rancagua
;;;;;;Randia
;;;;;;Randonia
;;;;;;Rangaeris
;;;;;;Ranopisoa
;;;;;;Ranunculastrum
;;;;;;Ranunculus
;;;;;;Ranzania
;;;;;;Raoulia
;;;;;;Raouliopsis
;;;;;;Rapanea
;;;;;;Rapatea
;;;;;;Raphanistrocarpus
;;;;;;Raphanistrum
;;;;;;Raphanocarpus
;;;;;;Raphanorhyncha
;;;;;;Raphanus
;;;;;;Raphia
;;;;;;Raphidiocystis
;;;;;;Raphidophora
;;;;;;Raphiocarpus
;;;;;;Raphionacme
;;;;;;Raphistemma
;;;;;;Rapicactus
;;;;;;Rapistrella
;;;;;;Rapistrosymbrium
;;;;;;Rapistrum
;;;;;;Rapona
;;;;;;Raptostylus
;;;;;;Rapuntium
;;;;;;Raputia
;;;;;;Raputiarana
;;;;;;Raritebe
;;;;;;Raspailia
;;;;;;Raspalia
;;;;;;Rastrophyllum
;;;;;;Rathbunia
;;;;;;Rathbunillocactus
;;;;;;Rathkea
;;;;;;Ratibida
;;;;;;Ratonia
;;;;;;Ratzeburgia
;;;;;;Rauhia
;;;;;;Rauhiella
;;;;;;Rauia
;;;;;;Rauia
;;;;;;Rauiella
;;;;;;Raukaua
;;;;;;Raulinoa
;;;;;;Raulinoreitzia
;;;;;;Rauvolfia
;;;;;;Rauwenhoffia
;;;;;;Ravenala
;;;;;;Ravenea
;;;;;;Ravenia
;;;;;;Raveniopsis
;;;;;;Ravensara
;;;;;;Rawsonia
;;;;;;Rayera
;;;;;;Rayeria
;;;;;;Rayjacksonia
;;;;;;Rayleya
;;;;;;Razafimandimbisonia
;;;;;;Razisea
;;;;;;Razoumofskya
;;;;;;Razoumofskya
;;;;;;Razoumowseya
;;;;;;Razoumowskia
;;;;;;Razulia
;;;;;;Razumovia
;;;;;;Readea
;;;;;;Reaumuria
;;;;;;Rebis
;;;;;;Reboulea
;;;;;;Reboulia
;;;;;;Rebulobivia
;;;;;;Rebutia
;;;;;;Recchia
;;;;;;Rechsteinera
;;;;;;Rechsteineria
;;;;;;Recordia
;;;;;;Recordoxylon
;;;;;;Rectolejeunea
;;;;;;Rectomitra
;;;;;;Redfieldia
;;;;;;Reederochloa
;;;;;;Reedia
;;;;;;Reediella
;;;;;;Reesia
;;;;;;Reevesia
;;;;;;Regelia
;;;;;;Registaniella
;;;;;;Regmatodon
;;;;;;Regnellidium
;;;;;;Rehdera
;;;;;;Rehderodendron
;;;;;;Rehia
;;;;;;Rehmannia
;;;;;;Rehsonia
;;;;;;Reichardia
;;;;;;Reicheella
;;;;;;Reichenbachia
;;;;;;Reichenheimia
;;;;;;Reicheocactus
;;;;;;Reichertia
;;;;;;Reilia
;;;;;;Reimarochloa
;;;;;;Reimersia
;;;;;;Reineckea
;;;;;;Reinhardtia
;;;;;;Reinwardtia
;;;;;;Reinwardtia
;;;;;;Reinwardtiodendron
;;;;;;Reissantia
;;;;;;Reissekia
;;;;;;Reitzia
;;;;;;Relbunium
;;;;;;Relchela
;;;;;;Reldia
;;;;;;Relhania
;;;;;;Rellesta
;;;;;;Remijia
;;;;;;Remirea
;;;;;;Remirema
;;;;;;Remusatia
;;;;;;Remya
;;;;;;Remyella
;;;;;;Renanthera
;;;;;;Renarda
;;;;;;Renauldia
;;;;;;Renealmia
;;;;;;Renggeria
;;;;;;Renistipula
;;;;;;Rennellia
;;;;;;Rennera
;;;;;;Renschia
;;;;;;Rensonia
;;;;;;Renvoizea
;;;;;;Renzorchis
;;;;;;Reputia
;;;;;;Requienia
;;;;;;Reseda
;;;;;;Resia
;;;;;;Resinocaulon
;;;;;;Resnova
;;;;;;Restiaria
;;;;;;Restio
;;;;;;Restrepia
;;;;;;Restrepiella
;;;;;;Retama
;;;;;;Retanilla
;;;;;;Retidens
;;;;;;Retiniphyllum
;;;;;;Retinispora
;;;;;;Retinodendron
;;;;;;Retinodendropsis
;;;;;;Retispatha
;;;;;;Retrophyllum
;;;;;;Retzia
;;;;;;Reutealis
;;;;;;Reutera
;;;;;;Revealia
;;;;;;Revwattsia
;;;;;;Reyemia
;;;;;;Reyesia
